商品名：,SALONIA スタイリングオイル スタイリングミルク サロニア 質感 メイク アレンジ ダメージケア スタイリング ヘアアレンジ ヘアアイロン 髪
説明：,【ご注文ごとの発送となりますので、同梱ご希望の場合はまとめてご注文をお願い致します。】
価格：,1760
商品コード：,queensshop_sal051
JANコード：,4562465442178
商品URL,https://store.shopping.yahoo.co.jp/queensshop/sal051.html
"
"
商品名：,SALONIA サロニア スタイリングミルク (ストレート) 120mL ナチュラルハーブの香り
説明：,??【アイロン前のプレケア】熱を味方に、うねりや広がりを抑え、しっとりストレートスタイルがつづく<br>??【ヘアミルクタイプ】髪に馴染ませやすく「つけムラ」「べたつき」「パサつき」が防げる<br>??【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分※1で補修。さらに、ヒートアクティブ成分※2がヘアアイロンの熱を利用して髪に吸着しキューティクルを補修します。<br>??【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづきます。※4　シア脂　(保湿成分)<br>??【しっとりストレート質感】疑似キューティクル成分※5で毛髪補修、バリア機能を保ちながら、うねりや広がりを抑え、しっとりなめらかな指通りに仕上げます。
価格：,1486
商品コード：,tocossshop_2022yr12mt18daywq069ic084mc3tc2
JANコード：,4562465442185
商品URL,https://store.shopping.yahoo.co.jp/tocossshop/2022yr12mt18daywq069ic084mc3tc2.html
"
"
商品名：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り
説明：,【商品概要】<br>??【アイロン前のプレケア】毛先のパサつきを抑え、束感のあるウェットスタイルがつづく<br>??【ヘアオイルタイプ】流行の「ツヤ感」「ウェット感」の質感<br>??【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分で補修。<br>??【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづく。※4　シア脂　(保湿成分)<br>??【束感のあるウエット質感】つけた時のウェット感がつづく3種のブレンドオイル(コメヌカ油、ホホバ種子油、アンズ核油※5)を採用。毛先のパサつきを抑え、束感のあるウェットヘアがつづきます。※5　保湿成分<br><br>【商品説明】<br>アイロン前のプレケア&lt;br&gt; 熱を味方に、毛先のパサつきを抑え、束感のあるウェットスタイルがつづく&lt;br&gt; &lt;br&gt; ●流行の「ツヤ感」「ウェット感」の質感が作りやすいヘアオイルタイプ&lt;br&gt; &lt;br&gt; 〇ヒートアシスト処方　【オイル、ミルク共通】&lt;br&gt; &lt;br&gt; 　(1)ダメージ補修&lt;br&gt; 　　　ダメージによる髪内部空洞化を毛髪補修成分※1で補修。&lt;br&gt; 　　　さらに、ヒートアクティブ成<br><br>【当店からの連絡】
価格：,1503
商品コード：,polupolu-shop_s-b084mbz2tt-20231011
JANコード：,4562465442178
商品URL,https://store.shopping.yahoo.co.jp/polupolu-shop/s-b084mbz2tt-20231011.html
"
"
商品名：,SALONIA サロニア スタイリングミルク (ストレート) 120mL ナチュラルハーブの香り
説明：,??【アイロン前のプレケア】熱を味方に、うねりや広がりを抑え、しっとりストレートスタイルがつづく<br>??【ヘアミルクタイプ】髪に馴染ませやすく「つけムラ」「べたつき」「パサつき」が防げる<br>??【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分※1で補修。さらに、ヒートアクティブ成分※2がヘアアイロンの熱を利用して髪に吸着しキューティクルを補修します。<br>??【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづきます。※4　シア脂　(保湿成分)<br>??【しっとりストレート質感】疑似キューティクル成分※5で毛髪補修、バリア機能を保ちながら、うねりや広がりを抑え、しっとりなめらかな指通りに仕上げます。
価格：,1486
商品コード：,istoire1230_2022yr12mt18daywq069ic084mc3tc2
JANコード：,4562465442185
商品URL,https://store.shopping.yahoo.co.jp/istoire1230/2022yr12mt18daywq069ic084mc3tc2.html
"
"
商品名：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り
説明：,・オイル 100ミリリットル (x 1) SAL19027SO<br>・??【アイロン前のプレケア】毛先のパサつきを抑え、束感のあるウェットスタイルがつづく<br>・??【ヘアオイルタイプ】流行の「ツヤ感」「ウェット感」の質感<br>・??【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分で補修。<br>・??【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづく。※4　シア脂　(保湿成分)<br>・??【束感のあるウエット質感】つけた時のウェット感がつづく3種のブレンドオイル(コメヌカ油、ホホバ種子油、アンズ核油※5)を採用。毛先のパサつきを抑え、束感のあるウェットヘアがつづきます。※5　保湿成分
価格：,1486
商品コード：,shopearisu_es841415196a
JANコード：,4562465442178
商品URL,https://store.shopping.yahoo.co.jp/shopearisu/es841415196a.html
"
"
商品名：,SALONIA サロニア スタイリングミルク (ストレート) 120mL ナチュラルハーブの香り
説明：,・ミルク 120ミリリットル SAL19027SM<br>・??【アイロン前のプレケア】熱を味方に、うねりや広がりを抑え、しっとりストレートスタイルがつづく<br>・??【ヘアミルクタイプ】髪に馴染ませやすく「つけムラ」「べたつき」「パサつき」が防げる<br>・??【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分※1で補修。さらに、ヒートアクティブ成分※2がヘアアイロンの熱を利用して髪に吸着しキューティクルを補修します。<br>・??【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづきます。※4　シア脂　(保湿成分)<br>・??【しっとりストレート質感】疑似キューティクル成分※5で毛髪補修、バリア機能を保ちながら、うねりや広がりを抑え、しっとりなめらかな指通りに仕上げます。
価格：,1749
商品コード：,iinos_iiinos3b67125dc0
JANコード：,4562465442185
商品URL,https://store.shopping.yahoo.co.jp/iinos/iiinos3b67125dc0.html
"
"
商品名：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り
説明：,
価格：,1486
商品コード：,tocossshop_2022yr12mt18daywq069ic084mbz2tt
JANコード：,4562465442178
商品URL,https://store.shopping.yahoo.co.jp/tocossshop/2022yr12mt18daywq069ic084mbz2tt.html
"
"
商品名：,SALONIA サロニア ストレートヒートブラシスリム（ブラック）SL-012BKS 中古良品
説明：,スマホ、タブレットからご覧の方は、下記の【商品詳細を見る】から詳細情報を必ずご確認下さい。<br><br>商品名：SALONIA サロニア ストレートヒートブラシスリム（ブラック）SL-012BKS<br><br>商品管理番号：ER6-03-105<br><br>状態：本体に薄いスレ傷や少々の使用感が有ります<br>上記の状態ですが、目立った汚れや傷はなく、中古品としましては良好な状態です。<br><br>※詳しくは画像をご覧下さいませ。<br>※こちらの商品は消毒済みです。<br><br>動作：下記の「商品説明」にて記載しておりますので、必ずご確認お願い致します。<br><br>付属品：下記の「商品説明」にて記載しておりますので、必ずご確認お願い致します。
価格：,1200
商品コード：,re-style5151_er6-03-105
JANコード：,
商品URL,https://store.shopping.yahoo.co.jp/re-style5151/er6-03-105.html
"
"
商品名：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り
説明：,・オイル 100ミリリットル (x 1) SAL19027SO<br>・・Color:オイル<br>・??【アイロン前のプレケア】毛先のパサつきを抑え、束感のあるウェットスタイルがつづく<br>・??【ヘアオイルタイプ】流行の「ツヤ感」「ウェット感」の質感<br>・??【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分で補修。<br>・??【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづく。※4　シア脂　(保湿成分)<br>・??【束感のあるウエット質感】つけた時のウェット感がつづく3種のブレンドオイル(コメヌカ油、ホホバ種子油、アンズ核油※5)を採用。毛先のパサつきを抑え、束感のあるウェットヘアがつづきます。※5　保湿成分
価格：,1640
商品コード：,otogizakka_nodee31a3763b4cf1
JANコード：,4562465442178
商品URL,https://store.shopping.yahoo.co.jp/otogizakka/nodee31a3763b4cf1.html
"
"
商品名：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り
説明：,* アイロン前のプレケア 毛先のパサつきを抑え、束感のあるウェットスタイルがつづく<br>* ヘアオイルタイプ 流行の「ツヤ感」「ウェット感」の質感<br>* ダメージ補修 ダメージによる髪内部空洞化を毛髪補修成分で補修。<br>* スタイルキープ アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづく。※4　シア脂　(保湿成分)<br>* 束感のあるウエット質感 つけた時のウェット感がつづく3種のブレンドオイル(コメヌカ油、ホホバ種子油、アンズ核油※5)を採用。毛先のパサつきを抑え、束感のあるウェットヘアがつづきます。※5　保湿成分<br><br>ビューティー
価格：,1120
商品コード：,sterham0021_wss-14pemi0pdg77
JANコード：,
商品URL,https://store.shopping.yahoo.co.jp/sterham0021/wss-14pemi0pdg77.html
"
"
商品名：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り
説明：,・オイル 100ミリリットル (x 1) SAL19027SO<br>・??【アイロン前のプレケア】毛先のパサつきを抑え、束感のあるウェットスタイルがつづく<br>・??【ヘアオイルタイプ】流行の「ツヤ感」「ウェット感」の質感<br>・??【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分で補修。<br>・??【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづく。※4　シア脂　(保湿成分)<br>・??【束感のあるウエット質感】つけた時のウェット感がつづく3種のブレンドオイル(コメヌカ油、ホホバ種子油、アンズ核油※5)を採用。毛先のパサつきを抑え、束感のあるウェットヘアがつづきます。※5　保湿成分
価格：,1749
商品コード：,iinos_iiinosf82d405e77
JANコード：,4562465442178
商品URL,https://store.shopping.yahoo.co.jp/iinos/iiinosf82d405e77.html
"
"
商品名：,SALONIA サロニア スタイリングミルク (ストレート) 120mL ナチュラルハーブの香り
説明：,・ミルク  SAL19027SM<br>・・Color:ミルク<br>・【アイロン前のプレケア】熱を味方に、うねりや広がりを抑え、しっとりストレートスタイルがつづく<br>・【ヘアミルクタイプ】髪に馴染ませやすく「つけムラ」「べたつき」「パサつき」が防げる<br>・【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分※1で補修。さらに、ヒートアクティブ成分※2がヘアアイロンの熱を利用して髪に吸着しキューティクルを補修します。<br>・【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづきます。※4　シア脂　(保湿成分)<br>・【しっとりストレート質感】疑似キューティクル成分※5で毛髪補修、バリア機能を保ちながら、うねりや広がりを抑え、しっとりなめらかな指通りに仕上げます。
価格：,1640
商品コード：,otogizakka_no796f859ca4a4e15
JANコード：,4562465442185
商品URL,https://store.shopping.yahoo.co.jp/otogizakka/no796f859ca4a4e15.html
"
"
商品名：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り
説明：,??【アイロン前のプレケア】毛先のパサつきを抑え、束感のあるウェットスタイルがつづく<br>??【ヘアオイルタイプ】流行の「ツヤ感」「ウェット感」の質感<br>??【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分で補修。<br>??【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづく。※4　シア脂　(保湿成分)<br>??【束感のあるウエット質感】つけた時のウェット感がつづく3種のブレンドオイル(コメヌカ油、ホホバ種子油、アンズ核油※5)を採用。毛先のパサつきを抑え、束感のあるウェットヘアがつづきます。※5　保湿成分
価格：,1636
商品コード：,clammm_2022yr12mt18daywq069ic084mbz2tt
JANコード：,4562465442178
商品URL,https://store.shopping.yahoo.co.jp/clammm/2022yr12mt18daywq069ic084mbz2tt.html
"
"
商品名：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り
説明：,??【アイロン前のプレケア】毛先のパサつきを抑え、束感のあるウェットスタイルがつづく<br>??【ヘアオイルタイプ】流行の「ツヤ感」「ウェット感」の質感<br>??【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分で補修。<br>??【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづく。※4　シア脂　(保湿成分)<br>??【束感のあるウエット質感】つけた時のウェット感がつづく3種のブレンドオイル(コメヌカ油、ホホバ種子油、アンズ核油※5)を採用。毛先のパサつきを抑え、束感のあるウェットヘアがつづきます。※5　保湿成分
価格：,1486
商品コード：,istoire1230_2022yr12mt18daywq069ic084mbz2tt
JANコード：,4562465442178
商品URL,https://store.shopping.yahoo.co.jp/istoire1230/2022yr12mt18daywq069ic084mbz2tt.html
"
"
商品名：,SALONIA サロニア | スマートモイスチャーセラム（BASIC）美容液 スキンケア プロ仕様 プレゼント メンズ レディース マイナスイオ
説明：,・スマートモイスチャーセラム（BASIC）  SAL20001DS<br>・・PatternName:[単品]スマートモイスチャーセラム<br>・「潤う」を追求した多機能美容液<br>・化粧水・乳液・クリーム・美容液・パックの1つで5役！<br>・キャップレスで直接ON!デバイスを持つ手を汚さない<br>・浸透・保湿に優れた美容液が心地よく肌を滑ります<br>・最後まで使い切れるエアレスボトル
価格：,1916
商品コード：,ririnana_1287a9c1202
JANコード：,4562465443106
商品URL,https://store.shopping.yahoo.co.jp/ririnana/1287a9c1202.html
"
"
商品名：,SALONIA サロニア スタイリングミルク (ストレート) 120mL ナチュラルハーブの香り
説明：,SALONIA サロニア スタイリングミルク (ストレート) 120mL ナチュラルハーブの香り<br><br>商品コード：16046805342<br>型番：SAL19027SM<br>サイズ：120ミリリットル<br>カラー：ミルク<br><br>?【アイロン前のプレケア】熱を味方に、うねりや広がりを抑え、しっとりストレートスタイルがつづく<br>?【ヘアミルクタイプ】髪に馴染ませやすく「つけムラ」「べたつき」「パサつき」が防げる<br>?【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分<br>※1で補修。さらに、ヒートアクティブ成分<br>※2がヘアアイロンの熱を利用して髪に吸着しキューティクルを補修します。<br>?【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ<br>※4　朝のスタイルがつづきます。<br>※4　シア脂　(保湿成分)<br>?【しっとりストレート質感】疑似キューティクル
価格：,1643
商品コード：,trafstore_16046805342
JANコード：,
商品URL,https://store.shopping.yahoo.co.jp/trafstore/16046805342.html
"
"
商品名：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り
説明：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り<br><br>商品コード：16052179222<br>型番：SAL19027SO<br>サイズ：100ミリリットル (x 1)<br>カラー：オイル<br><br>?【アイロン前のプレケア】毛先のパサつきを抑え、束感のあるウェットスタイルがつづく<br>?【ヘアオイルタイプ】流行の「ツヤ感」「ウェット感」の質感<br>?【ダメージ補修】ダメージによる髪内部空洞化を毛髪補修成分で補修。<br>?【スタイルキープ】アイロン前に塗布してカタチづけるだけでスタイルキープ<br>※4　朝のスタイルがつづく。<br>※4　シア脂　(保湿成分)<br>?【束感のあるウエット質感】つけた時のウェット感がつづく3種のブレンドオイル(コメヌカ油、ホホバ種子油、アンズ核油<br>※5)を採用。毛先のパサつきを抑え、束感のあるウェットヘアがつづきます。<br>※5　
価格：,1643
商品コード：,trafstore_16052179222
JANコード：,
商品URL,https://store.shopping.yahoo.co.jp/trafstore/16052179222.html
"
"
商品名：,SALONIA サロニア スタイリングミルク (ストレート) 120mL ナチュラルハーブの香り
説明：,・ミルク 120ミリリットル SAL19027SM<br>・??アイロン前のプレケア熱を味方に、うねりや広がりを抑え、しっとりストレートスタイルがつづく<br>・??ヘアミルクタイプ髪に馴染ませやすく「つけムラ」「べたつき」「パサつき」が防げる<br>・??ダメージ補修ダメージによる髪内部空洞化を毛髪補修成分※1で補修。さらに、ヒートアクティブ成分※2がヘアアイロンの熱を利用して髪に吸着しキューティクルを補修します。<br>・??スタイルキープアイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづきます。※4　シア脂　(保湿成分)<br>・??しっとりストレート質感疑似キューティクル成分※5で毛髪補修、バリア機能を保ちながら、うねりや広がりを抑え、しっとりなめらかな指通りに仕上げます。
価格：,1527
商品コード：,r-street_rst9dad1fcba4
JANコード：,4562465442185
商品URL,https://store.shopping.yahoo.co.jp/r-street/rst9dad1fcba4.html
"
"
商品名：,SALONIA サロニア スタイリングオイル (ウェット) 100mL ナチュラルハーブの香り
説明：,・オイル 100ミリリットル (x 1) SAL19027SO<br>・??アイロン前のプレケア毛先のパサつきを抑え、束感のあるウェットスタイルがつづく<br>・??ヘアオイルタイプ流行の「ツヤ感」「ウェット感」の質感<br>・??ダメージ補修ダメージによる髪内部空洞化を毛髪補修成分で補修。<br>・??スタイルキープアイロン前に塗布してカタチづけるだけでスタイルキープ※4　朝のスタイルがつづく。※4　シア脂　(保湿成分)<br>・??束感のあるウエット質感つけた時のウェット感がつづく3種のブレンドオイル(コメヌカ油、ホホバ種子油、アンズ核油※5)を採用。毛先のパサつきを抑え、束感のあるウェットヘアがつづきます。※5　保湿成分
価格：,1527
商品コード：,r-street_rst2252882782
JANコード：,4562465442178
商品URL,https://store.shopping.yahoo.co.jp/r-street/rst2252882782.html
"
"
商品名：,SALONIA サロニア | スマートモイスチャーセラム（BASIC）美容液 スキンケア プロ仕様 プレゼント メンズ レディース マイナスイオ
説明：,・スマートモイスチャーセラム（BASIC）  SAL20001DS<br>・・PatternName:[単品]スマートモイスチャーセラム<br>・「潤う」を追求した多機能美容液<br>・化粧水・乳液・クリーム・美容液・パックの1つで5役！<br>・キャップレスで直接ON!デバイスを持つ手を汚さない<br>・浸透・保湿に優れた美容液が心地よく肌を滑ります<br>・最後まで使い切れるエアレスボトル
価格：,1927
商品コード：,rina812shop_39794e0af8f
JANコード：,4562465443106
商品URL,https://store.shopping.yahoo.co.jp/rina812shop/39794e0af8f.html
"
"
商品名：,SALONIA 2WAY IRON SL-002A
説明：,SALONIA 2WAY IRON SL-002A　サロニア　ヘアアイロンです。
価格：,2000
商品コード：,aidreuse_2aid
JANコード：,
商品URL,https://store.shopping.yahoo.co.jp/aidreuse/2aid.html
"
"
商品名：,Salofix（サロフィックス） クールパッド S 冷シップ  K23-6
説明：,●サイズ／幅29×奥行12×厚さ2cm<br>●重さ／400g<br>●材質／表地：ポリエステル、パイピング：ポリエステル65％・コットン35％、裏地：ポリウレタン、内袋：ナイロン、ジェル：セルロース・ポリアクリル酸ナトリウム<br>●生産国／台湾<br><br>商品の説明<br><br>・ジェルのやわらかさと氷の保冷性を兼ね備えた冷却グッズです！
価格：,1584
商品コード：,tanosinia_485189
JANコード：,4965337020441
商品URL,https://store.shopping.yahoo.co.jp/tanosinia/485189.html
"
"
商品名：,[本/雑誌]/狼と香辛料 23 (電撃文庫)/支倉凍砂/〔著〕(文庫)
説明：,年代記に語り継がれるほどの活躍で、借金に悩むサロニアを救った賢狼ホロと元行商人のロレンス。その御礼の代わりにと、二人に贈られたのは、誰もがうらやむ貴族特権だった。身に余る報酬に浮かれているロレンスを尻目に、どこかきな臭さを覚えるホロとエルサ...。そして、特権で譲り受ける土地を調べに行くと、そこは大蛇の伝説が残る、いわくつきの土地で!?さらに、いざ、夏の山へ!ロレンス一家のピクニックを描いた『狼と実りの夏』に加え、新たな友人と旧友との別れを描く書き下ろし短編『狼と夜明けの色』も収録。賢狼と元行商人の幸せであり続ける物語、第6弾!
価格：,748
商品コード：,neowing_neobk-2650670
JANコード：,9784049139426
商品URL,https://store.shopping.yahoo.co.jp/neowing/neobk-2650670.html
"
"
商品名：,[本/雑誌]/狼と香辛料 24 Spring Log 7 (電撃文庫)/支倉凍砂/〔著〕(文庫)
説明：,世界を変える大冒険へと向かった娘のミューリを追って、旅を続ける賢狼ホロと元行商人のロレンス。だが借金で悩むサロニアの窮地を救ったロレンスの活躍が、思わぬ余波を生む。「貴重な森が失われる」と、森林監督官から詰め寄られてしまうのだった。トーネブルクの未来を思い森を切り開く決断をした領主と、先祖代々の森を守りたい領民。その両者を気遣うホロを悲しませないためにも、ロレンスは皆が納得する妙案を練ることになる。しかしそんな中、木材取引の相手、港町カーランの背後にはある女商人の影があって...。長編書き下ろしで贈る、賢狼と元行商人の幸せであり続ける物語、第7弾!
価格：,748
商品コード：,neowing_neobk-2813397
JANコード：,9784049148190
商品URL,https://store.shopping.yahoo.co.jp/neowing/neobk-2813397.html
"
"
商品名：,狼と香辛料　　２３　Ｓｐｒｉｎｇ　Ｌｏｇ / 支倉凍砂
